 0.10000000E+01  0.16768861E-12
 0.10030759E+01  0.10474547E-12
 0.10061612E+01  0.75701821E-13
 0.10092560E+01  0.58987221E-13
 0.10123603E+01  0.48129335E-13
 0.10154742E+01  0.40511428E-13
 0.10185976E+01  0.34873514E-13
 0.10217307E+01  0.30533928E-13
 0.10248734E+01  0.27091682E-13
 0.10280258E+01  0.24295483E-13
 0.10311878E+01  0.21979842E-13
 0.10343596E+01  0.20031335E-13
 0.10375412E+01  0.18369617E-13
 0.10407325E+01  0.16936187E-13
 0.10439336E+01  0.15687431E-13
 0.10471446E+01  0.14590178E-13
 0.10503655E+01  0.13618743E-13
 0.10535963E+01  0.12752933E-13
 0.10568370E+01  0.11976653E-13
 0.10600877E+01  0.11276916E-13
 0.10633483E+01  0.10643126E-13
 0.10666191E+01  0.10066554E-13
 0.10698998E+01  0.95399460E-14
 0.10731907E+01  0.90572190E-14
 0.10764917E+01  0.86132381E-14
 0.10798028E+01  0.82036372E-14
 0.10831241E+01  0.78246805E-14
 0.10864557E+01  0.74731530E-14
 0.10897974E+01  0.71462725E-14
 0.10931495E+01  0.68416195E-14
 0.10965119E+01  0.65570796E-14
 0.10998846E+01  0.62907974E-14
 0.11032677E+01  0.60411375E-14
 0.11066612E+01  0.58066533E-14
 0.11100651E+01  0.55860603E-14
 0.11134795E+01  0.53782142E-14
 0.11169044E+01  0.51820919E-14
 0.11203398E+01  0.49967766E-14
 0.11237859E+01  0.48214435E-14
 0.11272425E+01  0.46553494E-14
 0.11307097E+01  0.44978221E-14
 0.11341876E+01  0.43482526E-14
 0.11376762E+01  0.42060879E-14
 0.11411755E+01  0.40708244E-14
 0.11446856E+01  0.39420027E-14
 0.11482065E+01  0.38192028E-14
 0.11517382E+01  0.37020401E-14
 0.11552808E+01  0.35901616E-14
 0.11588343E+01  0.34832428E-14
 0.11623987E+01  0.33809850E-14
 0.11659741E+01  0.32831126E-14
 0.11695605E+01  0.31893708E-14
 0.11731579E+01  0.30995242E-14
 0.11767663E+01  0.30133545E-14
 0.11803859E+01  0.29306591E-14
 0.11840166E+01  0.28512499E-14
 0.11876585E+01  0.27749518E-14
 0.11913115E+01  0.27016018E-14
 0.11949758E+01  0.26310478E-14
 0.11986514E+01  0.25631477E-14
 0.12023383E+01  0.24977689E-14
 0.12060365E+01  0.24347872E-14
 0.12097461E+01  0.23740862E-14
 0.12134671E+01  0.23155568E-14
 0.12171996E+01  0.22590967E-14
 0.12209435E+01  0.22046096E-14
 0.12246989E+01  0.21520050E-14
 0.12284659E+01  0.21011979E-14
 0.12322445E+01  0.20521080E-14
 0.12360347E+01  0.20046597E-14
 0.12398366E+01  0.19587816E-14
 0.12436502E+01  0.19144064E-14
 0.12474755E+01  0.18714704E-14
 0.12513125E+01  0.18299133E-14
 0.12551614E+01  0.17896781E-14
 0.12590221E+01  0.17507110E-14
 0.12628946E+01  0.17129607E-14
 0.12667791E+01  0.16763786E-14
 0.12706756E+01  0.16409189E-14
 0.12745840E+01  0.16065377E-14
 0.12785044E+01  0.15731935E-14
 0.12824369E+01  0.15408469E-14
 0.12863815E+01  0.15094602E-14
 0.12903382E+01  0.14789977E-14
 0.12943071E+01  0.14494255E-14
 0.12982882E+01  0.14207110E-14
 0.13022816E+01  0.13928233E-14
 0.13062872E+01  0.13657330E-14
 0.13103052E+01  0.13394118E-14
 0.13143355E+01  0.13138331E-14
 0.13183782E+01  0.12889710E-14
 0.13224333E+01  0.12648012E-14
 0.13265010E+01  0.12413002E-14
 0.13305811E+01  0.12184455E-14
 0.13346738E+01  0.11962158E-14
 0.13387790E+01  0.11745905E-14
 0.13428969E+01  0.11535500E-14
 0.13470275E+01  0.11330755E-14
 0.13511708E+01  0.11131490E-14
 0.13553268E+01  0.10937533E-14
 0.13594956E+01  0.10748717E-14
 0.13636772E+01  0.10564885E-14
 0.13678716E+01  0.10385883E-14
 0.13720790E+01  0.10211566E-14
 0.13762993E+01  0.10041793E-14
 0.13805326E+01  0.98764310E-15
 0.13847790E+01  0.97153493E-15
 0.13890384E+01  0.95584244E-15
 0.13933108E+01  0.94055369E-15
 0.13975965E+01  0.92565723E-15
 0.14018953E+01  0.91114205E-15
 0.14062073E+01  0.89699757E-15
 0.14105326E+01  0.88321362E-15
 0.14148712E+01  0.86978044E-15
 0.14192231E+01  0.85668861E-15
 0.14235885E+01  0.84392910E-15
 0.14279672E+01  0.83149323E-15
 0.14323594E+01  0.81937263E-15
 0.14367652E+01  0.80755927E-15
 0.14411845E+01  0.79604544E-15
 0.14456173E+01  0.78482370E-15
 0.14500639E+01  0.77388691E-15
 0.14545241E+01  0.76322822E-15
 0.14589980E+01  0.75284102E-15
 0.14634856E+01  0.74271899E-15
 0.14679871E+01  0.73285604E-15
 0.14725024E+01  0.72324633E-15
 0.14770316E+01  0.71388425E-15
 0.14815748E+01  0.70476443E-15
 0.14861319E+01  0.69588169E-15
 0.14907030E+01  0.68723111E-15
 0.14952882E+01  0.67880796E-15
 0.14998875E+01  0.67060770E-15
 0.15045009E+01  0.66262601E-15
 0.15091286E+01  0.65485877E-15
 0.15137704E+01  0.64730203E-15
 0.15184266E+01  0.63995204E-15
 0.15230970E+01  0.63280525E-15
 0.15277819E+01  0.62585828E-15
