1.000000000000000000e+00,7.775300000000000343e-16
1.009300000000000086e+00,7.226000000000000469e-16
1.018599999999999950e+00,6.715699999999999849e-16
1.028000000000000025e+00,6.241400000000000208e-16
1.037600000000000078e+00,5.800699999999999772e-16
1.047199999999999909e+00,5.391199999999999724e-16
1.056899999999999951e+00,5.010699999999999754e-16
1.066699999999999982e+00,4.656999999999999548e-16
1.076500000000000012e+00,4.328399999999999987e-16
1.086500000000000021e+00,4.022999999999999994e-16
1.096600000000000019e+00,3.739200000000000195e-16
1.106700000000000017e+00,3.475499999999999972e-16
1.116999999999999993e+00,3.230400000000000190e-16
1.127299999999999969e+00,3.002699999999999961e-16
1.137799999999999923e+00,2.790999999999999894e-16
1.148300000000000098e+00,2.594300000000000070e-16
1.158900000000000041e+00,2.411499999999999841e-16
1.169699999999999962e+00,2.241599999999999782e-16
1.180500000000000105e+00,2.083699999999999967e-16
1.191500000000000004e+00,1.936999999999999970e-16
1.202499999999999902e+00,1.800600000000000110e-16
1.213600000000000012e+00,1.673799999999999953e-16
1.224900000000000100e+00,1.556000000000000040e-16
1.236199999999999966e+00,1.446499999999999937e-16
1.247700000000000031e+00,1.344799999999999932e-16
1.259200000000000097e+00,1.250200000000000081e-16
1.270899999999999919e+00,1.162299999999999924e-16
1.282599999999999962e+00,1.080599999999999997e-16
1.294499999999999984e+00,1.004599999999999970e-16
1.306499999999999995e+00,9.340100000000000398e-17
1.318599999999999994e+00,8.683900000000000454e-17
1.330799999999999983e+00,8.073999999999999408e-17
1.343199999999999950e+00,7.507099999999999752e-17
1.355599999999999916e+00,6.980100000000000013e-17
1.368200000000000083e+00,6.490200000000000178e-17
1.380800000000000027e+00,6.034900000000000452e-17
1.393599999999999950e+00,5.611600000000000555e-17
1.406500000000000083e+00,5.218100000000000299e-17
1.419599999999999973e+00,4.852299999999999980e-17
1.432700000000000085e+00,4.512199999999999764e-17
1.445999999999999952e+00,4.196100000000000036e-17
1.459400000000000031e+00,3.902200000000000082e-17
1.472900000000000098e+00,3.629000000000000026e-17
1.486499999999999932e+00,3.374900000000000123e-17
1.500299999999999967e+00,3.138799999999999969e-17
1.514199999999999990e+00,2.919200000000000306e-17
1.528200000000000003e+00,2.715099999999999982e-17
1.542399999999999993e+00,2.525299999999999959e-17
1.556699999999999973e+00,2.348800000000000013e-17
1.571099999999999941e+00,2.184700000000000092e-17
1.585599999999999898e+00,2.032200000000000018e-17
1.600300000000000056e+00,1.890299999999999872e-17
1.615099999999999980e+00,1.758400000000000134e-17
1.630100000000000104e+00,1.635700000000000009e-17
1.645199999999999996e+00,1.521700000000000154e-17
1.660400000000000098e+00,1.415600000000000079e-17
1.675799999999999956e+00,1.317000000000000003e-17
1.691300000000000026e+00,1.225200000000000075e-17
1.707000000000000073e+00,1.139900000000000074e-17
1.722800000000000109e+00,1.060600000000000042e-17
1.738799999999999901e+00,9.868499999999999528e-18
1.754899999999999904e+00,9.182399999999999766e-18
